024	kanctapp-2026-kendall-e-scheer-v-scheer-farms	CA Kansas			I would, however, address the appellant's use of several fake case citations in his brief. An appellate brief containing nonexistent case citations or fake legal authority needlessly undermines the validity of a party's arguments. Mata v. Avianca, Inc., 678 F.
025	orsupct-2026-mary-mcgreevy-v-adam-witkin	SC Oregon	Monetary Sanction; Brief Struck	500 USD	Petitioner on review filed a reply to the response that argued, among other things, that respondent on review’s "response relies on authorities that cannot be located in the Oregon Reports." On March 26, 2026, respondent on review filed a response to the reply
026	gactapp-2026-washington-v-washington	CA Georgia	Warning		As an initial matter, we are troubled by Mother’s citation to fictitious cases and fictitious quotations throughout her appellate brief. “Such ‘hallucinated’ cases are typically a hallmark of the irresponsible use of regenerative artificial intelligence (A.I.)
027	ca5-2026-kisha-peters-v-banner-health	5th Cir. CA	Warning; Struck filing		motions and other papers that “strain[ed] the [district] [c]ourt’s ability to manage its docket efficiently.” After a four-month span in which she filed fifty-five motions, the court ordered that Peters “must request leave of court before filing any Motion, No
028	nyed-2026-owens-v-select-portfolio-servicing	E.D. New York	Warning		The use of fake or misleading citations violates this rule and wastes the opposing party’s and the Court’s time by requiring them to parse through the citations to determine which points of law, if any, are accurate. See Perez v. Evans, 24-CV-356, 2025 WL 2726
029	mdctapp-2026-lafaye-b-brown-v-james-e-clarke	CA Maryland			at 728. As a result, the Substitute Trustees have standing to foreclose. Thus, Brown’s motion to stay or dismiss did not raise a valid defense to the Substitute Trustees’ right to foreclose, and the circuit court therefore did not abuse its discretion in denyi
030	cod-2026-y-s-v-john-doe	D. Colorado	Warning		Judge Starnella concluded that pseudonymity is not warranted in this case because the record shows that the individuals that threatened Plaintiff already know his name and address, and that he has not faced 1 In his argument that Judge Starnella mischaracteriz
031	mowd-2026-euphoric-v-westport-community-improvement-dist	W.D. Missouri	Admonishment		“The covenant of good faith and fair dealing cannot be relied upon to overcome the parol evidence rule and add terms to a contract that do not exist,” and is not “an ever[]flowing cornucopia of wished-for legal duties,” in that it “cannot giverise to new oblig
032	ncwd-2026-wayne-k-smith-sr-v-polk-county	W.D. North Carolina	Order to Show Cause		Artificial Intelligence The Defendants contend that the Plaintiff’s memorandum in support of the instant motion contains two fabricated quotations, along with multiple quoted statements lacking citation to any authority, and that such deficiencies suggest that
033	ncmd-2026-anthony-josue-grajales-v-santander-consumer	M.D. North Carolina	Monetary Sanction; Case stayed until payment; Order to attach copies of any cited authorities to future pleadings	120 USD	149.) In addition, it appears Plaintiff has also been using some form of generative artificial intelligence resulting in citations which are hallucinations or other improper citations. (See Doc. 223 at 6-7 and 12-16). Defendants identify that in one of Plainti
034	wawd-2026-fadi-el-bitar-v-julio-hernandez	W.D. Washington	Monetary Sanction	1000 USD	10) contained citation errors which appeared to be “the result of using generative artificial intelligence without checking the citations generated by the program.” Dkt. 12 at 3. The Court ordered Petitioner’s counsel to show cause as to why they should not be
035	moctapp-2026-boatner-v-hickerson	CA Missouri	Monetary Sanction	10000 USD	Boatner’s appeal violates several Missouri Supreme Court Rules, including the briefing requirements of Rule 84.04, and her amended brief includes fictitious cases generated by artificial intelligence (“A.I”), which prevent this Court from engaging in meaningfu
036	tnwd-2026-reaves-law-firm-pllc-v-baker-donelson-bearman	W.D. Tennessee	Adverse Costs Order; Bar Referral	1 USD	Specifically, Defendants’ response to RLF’s Partial Motion to Dismiss asserts that Plaintiff relies on cases that do not stand for the propositions for which they are cited, and, even worse, RLF includes quotations from those cases that do not exist. (See ECF 
037	mied-2026-patrick-c-shaltry-v-donna-collins	E.D. Michigan			3 Judge Morris also noted Plaintiff's “troubling” pattern of misquotes, false quotations, and false citations throughout his briefs. This court likewise notes that in his briefing, Plaintiff stated the following proposition: “The Sixth Circuit likewise holds t
038	nysupct-2026-sharei-torah-v-hendel	SC New York	Brief Struck; Adverse Costs Order	1 	Directing that all service in this matter be made upon [Defendant] Mendel Hendel via email to mmhendel@gmail.com; and 10. Granting such other and further relief as the Court deems just and proper.” (NYSCEF Doc. No. 133) a. Plaintiff's first and second branches
039	ca7-2026-heriberto-perez-castillo-v-todd-w-blanche	7th Cir. CA	Monetary Sanction; Admonishment; Bar Referral	4997 USD	Perez-Castillo’s opening brief was riddled with AI hallucinations. These included two 2 No. 25-1988 dozen fabricated quotations, seven cases wrongly identiﬁed as precedent from this circuit, erroneous legal propositions, and assertions of fact ﬂatly contradict
040	wied-2026-branden-driver-v-cna-financial	E.D. Wisconsin	Warning		The court identified sixteen instances of what appeared to be generative artificial intelligence (AI) hallucinations in the plaintiff’s filings, such as fabricated quotes and cases and misattributed quotes. Id. at 5–9. As the court explained, “[i]t is unaccept
041	mad-2026-richard-a-cole-v-midland-states-bank	D. Massachusetts	Admonishment		June 30 , 2023) ("Because Johnson claims that Wells Fargo failed to deposit funds into his account- as opposed to transfer funds outside of his account-the provisions of section 1693h do not appear to apply to Plaintiff ' s allegations . " ) . The complaint ma
042	cod-2026-garcia-v-city-of-monte-vista-colorado	D. Colorado	Order to Show Cause		at ¶ 73.) Garcia alleges that the arrest affidavit relied upon the fabricated autopsy and forensic report by Eikelenbloom and Eikelenbloom-Schieveld but purposefully omitted other exonerating information. (Id. at ¶¶ 74, 76.) Specifically, he asserts the arrest
043	pamd-2026-trauger-v-columbia-county-district-attorneys-o	M.D. Pennsylvania	Warning		Page 9 of 12 Most glaringly, in opposition to the Police Department’s motion to dismiss, Trauger represents non-existent assertions and cases from the Police Department’s brief. See Pl.’s Br. in Opp’n to Def. Police Department’s Mot. to Dismiss, doc. 34 at 3-5
044	pasupct-2026-jaclyn-cocco-v-rosario-palmieri-jr	SC Pennsylvania			To the extent Father contends that this court has mandated dispositiveweightbeattributedtofactorsconcerningparental alienationasamatteroflaw,heisincorrect.Indeed,itappears that the authority to which Father cites in support of this contention either does not e
045	nysupct-2026-strategic-funding-source-v-sti-ny	SC New York	Adverse Costs Order	2000 USD	*1 Editor's Note: This document contains discussion of unverified citations, likely generated by AI tools used by a party or counsel. These citations are not attributable to the Court. The unverified citations have been preserved as part of the official record
047	kywd-2026-roger-patel-v-chandresh-patel	W.D. Kentucky	Warning		RESPONDENTS MEMORANDUM OPINION AND ORDER In reviewing Petitioners’ Response to Respondents’ Motion to Dismiss (DN 61), the Court identified a series of citations and quotations that appear to be generative artificial intelligence (“AI”) hallucinations. Petitio
048	texapp-2026-christian-lavell-jennings-v-vandergriff-honda	CA Texas			Whether the trial court entered judgment despite Appellee initiating the state court action without proper notice to Appellant, and whether this lack of notice constitutes a fundamental procedural defect warranting reversal[;] The alleged contents of the USB d
049	illappct1-2026-in-re-m-h-m-l-and-m-h-minors	CA Illinois (1d)	Order to Show Cause		The Public Guardian points out that, throughout her brief, the Mother misstates the facts or holdings of cases she citedinsupportofherarguments,incorrectlycitesothers,and referencescasesthatdonotexist.ThePublicGuardianargues that the Mother's reliance on ficti
050	mied-2026-boyle-v-steven-kramer	E.D. Michigan	Warning		2026) (stating that citing “even a single fake case” is sanctionable conduct). And when litigants misrepresent the law, they waste judicial resources. Pro se litigants who have engaged in similar behavior have been subjected to sanctions such as the striking o
051	ca1-2026-ex-rels-v-barton-associates	1st Cir. CA			Instead, they merely declared that they could "cure[]" any deficiencies and that the 4 In addition to misrepresenting the holdings of several cases in their opening appellate brief, Solano and Maxilin also referenced quotations that do not appear in those case
052	nyappdiv2-2026-in-matter-of-kevin-a-julien-v-danielle-m-arthu	CA New York	Monetary Sanction	250 USD	By order to show cause datedJanuary14,2026,thisCourtdirectedthepartiestoshow cause before this Court why an order should not be made and entered imposing sanctions and/or costs, if any, as this Court may deem appropriate, against the appellant pursuant to 22 N
053	fladistctapp4-2026-eclectic-synergy-v-seredin	CA Florida (4d)	Order to Show Cause		We denied the “emergency” motion for stay,1 and issued an order requiring counsel to show cause why sanctions should not be imposed because the petition appears AI-generated and raises frivolous arguments, misstates the law, and cites non-existent caselaw. Fla
054	nyed-2026-polanco-v-himalayan-real-estate	E.D. New York	Warning		Warning About Fake Citations Plaintiff cites a fictitious case, “Moore v. Alliance Credit Union,” which he falsely claims was decided by the United States Supreme Court on January 14, 2025, and “addressed the legality of mortgage loans based on fiat currency a
055	fladistctapp4-2026-robert-hinton-avery-v-danielle-beauzil	CA Florida (4d)	Barred from filing save with Counsel		These types of AI-hallucinated arguments are just as egregious as a citation to non-existent law. See Clerk of Court & Comptroller for 13th Judicial Circuit, Hillsborough Cnty. v. Rangel, 427 So. 3d 1069, 1071 (Fla. 2d DCA 2025) (sanctioning counsel for filing
056	ded-2026-williamson-v-meyers-derivatively-on-behalf-of	D. Delaware	Warning		CONCLUSION10 10 In reviewing Plaintiffs briefing, the Court identified at least one existence where Plaintiffhad cited to a non-existent authority and brought this issue to Plaintiffs attention. After investigating, Plaintiffconceded that this fictitious citat
057	delsupct-2026-swsz-holding-v-sz-global	SC Delaware	Warning, leave to refile		Motion,hemoved“tosealorredactimproperanddefamatory material” within the Third-Party Complaint, under Superior Court Civil Rules 5(g), 12(f), “and the Court's inherent equitable authority to seal or redact specific portions....”6 WithintheattachedMemorandumofLa
058	fladistctapp4-2026-innocent-v-meraki-installers	CA Florida (4d)	Bar Referral		We write briefly, however, to address concerns regarding multiple quotations from the trial transcript contained in Appellant’s initial brief that do not appear to be found anywhere in the actual trial transcript or otherwise in the Record. In consideration of
059	iowactapp-2026-christ-apostolic-temple-dwight-reed-and-jordan	CA Iowa	Admonishment		Sinegal’s appellate and reply briefs contain citations to cases that do not exist or donotstandforthepropositionforwhichtheyarecited. Thissuggeststhepossibilitythat he used generative artiﬁcial intelligence to prepare his briefs. If that is the case, we again 
060	oksupct-2026-state-of-oklahoma-ex-rel-oklahoma-bar-associat	SC Oklahoma	Public reprimand		1-A, Complainant, Oklahoma Bar Association, caused documentation to be transmitted to the Chief Justice of this Court following public reprimand and public censure in the states of Texas, Tennessee, and Alabama based on a sanctions order in the United States D
061	ohioctapp6-2026-guo-v-meade-motorcars-l-l-c	CA Ohio (6d)	Monetary Sanction	100 USD	Meade postulated that the cases were “wholly fictitious.” {¶ 16} On July 10, 2025, Guo opposed Meade’s request for sanctions. He stated in his motion that Davis v. Davis—as well as the three other cases referred to by Meade—was available at the provided citati
062	insd-2026-william-c-maxwell-v-dakota-michael-chelsey-smi	S.D. Indiana	Monetary Sanction	1000 USD	163.] The Court further directed Plaintiff to file a statement showing why he should not be subject to Federal Rule of Civil Procedure 11(c) sanctions for citing and quoting non-existent cases. Plaintiff responded to the Court's order onApril 9, 2026. [Filing 
063	indctapp-2026-jean-paul-b-kalonji-v-state-of-indiana	CA Indiana	Admonishment		Then we address Kalonji’s citation to nonexistent legal authority and mischaracterization of caselaw. In addition to asking this Court to take judicial notice of the APRA Responses, Kalonji’s Motion for Judicial Notice of Legislative Facts and Alternative Reli
064	nmd-2026-sample-v-hilton-worldwide-holdings	D. New Mexico	Warning		None of these grounds identifies a part of Although courts make some allowances for a pro se plaintiff's failure to cite to proper legal authority, courts do not excuse the use of fabricated or misleading authorities. Morgan v. Cmty. Against Violence, No. 23-c
065	nysd-2026-hodges-v-mcgough-enterprises	S.D. New York	Warning		This raises concern that these cases may be the result of generative artificial intelligence hallucinations.7 See Smith v. Smith, 5:25-CV-1077 (MAD/DJS), 2025 WL 3706691, at *2-3 (N.D.N.Y. Dec. 22, 2025).8 “Although in some circumstances courts will make ‘some
066	ilnd-2026-saqib-kafeel-v-cjdropshipping	N.D. Illinois			52, SAC ¶¶ 1, 5, 9-24, 26-28.) Defendant now moves to dismiss the SAC on jurisdictional and other grounds,(seegenerallyR.54,Def.’sMot.toDismiss),andfor sanctions based on Kafeel's reliance on AI-hallucinated case citations and quotations in court filings, (R. 
067	fladistctapp6-2026-kings-roofing-v-fusion-works	CA Florida (6d)	Order to Show Cause		McCommon, Esquire, who, in his Initial Brief, has provided this Court with citations to several cases, some of which appear to be fabricated. The Initial Brief looks as if it was drafted with the assistance of generative artificial intelligence without Mr. McC
068	cacd-2026-lagac-v-capital-one-n-a	C.D. California	Warning		“Although courts make some allowances for the pro se Plaintiff's failure to cite to proper legal authority, courts may not condone actions by a party who cites to false, nonexistent, or misleading authorities.” Meriland Keith Dillard v. CBS Studios, Inc., 2026
069	kyctapp-2026-a-t-w-v-commonwealth-of-kentucky	CA Kentucky	OPINION AFFIRMING		It should further be noted that in her motion [Mother] cites to non-existent case law .... Again, this causes the Court concerns regarding [Mother's] candor with the Court, and she has been advised as such. The circuit court also rejected Mother's argument tha
070	nysd-2026-sana-hazina-butler-v-fidelity-management-resea	S.D. New York	Warning		2024) (per curiam) (observing that the “attempt to persuade a court or oppose an adversary” by relying on “non-existent precedent” is an “abuse of the adversary system”). (ECF 43). Plaintiff’s response to Defendant’s request for a stay of discovery includes ci
071	okdistct-2026-in-re-marriage-of-amy-haddock-and-justin-blu-h	DC Oklahoma	Monetary Sanction; Bar Referral; Mandatory Audit of Firm Knowledge base; Adverse Costs Order	2000 USD	Husband's Motion containedthree citations to nonexistent lawand three citations to cases with inaccurate descriptions ofthe propositions oflawfor which they stood. The errant citations were pointed out to Mr. Johnson on August 25, 2025, at which point the part
072	ohioctapp8-2026-city-of-shaker-heights-v-andre-d-thompson	CA Ohio (8d)			The Hunt Court stated: Hunt's claims that his plea was not knowingly, voluntarily, or intelligently entered or that the trial court failed to comply with the dictates of Green, all of which are dependent on the nonexistent transcript, are without merit. We mus
073	tennctapp-2026-simmons-v-shahidul-islam	CA Tennessee			One, his case citations appear to be from an artificial intelligence hallucination.3 The cases cited in the brief, insofar as they exist, do not stand for the stated propositions for which Mr. Simmons offers them.4 Two, Rule 19 itself and prior caselaw support
074	okwd-2026-dalton-gage-hill-v-oklahoma-county-criminal-ju	W.D. Oklahoma	Magistrate recommended sanctions		McBride to appear before the Court to show cause as to why sanctions should not be imposed under Rule 11 and the Court's inherent authority for citing fictitious cases in his response to Defendant Logan's motion to dismiss. See Doc. 126. 2. On September 5, 202
075	alnd-2026-chapel-v-americredit-financial-services-experi	N.D. Alabama	Admonishment		5), but these quotations do not appear anywhere in these cases or in any other case the Court can find. Generative artificial intelligence likely produced these unreliable quotations. The Court does not prohibit the use of AI, but to comply with Rule 11 of the
076	ohsd-2026-arron-v-custer	S.D. Ohio	Citation treated as unverified		Likewise, the Complaint does not appear to be attacking a state-court judgment so as to implicate the Rooker-Feldman doctrine. Beyond a vague reference to “court proceedings” (Compl, ECF No. 1-1, PAGEID # 3), Ms. Arron has not alleged the existence of any spec
077	nmd-2026-lowrey-v-city-of-rio-rancho	D. New Mexico	Warning (again)		The School Defendants cite to the Court’s November 5, 2025, Order in which it issued a warning to Plaintiff regarding his citations to nonexistent cases and/or to case law that misleads and falsely represents legal support for arguments presented. Id. The Scho
078	alnd-2026-jackie-l-miller-v-regions-bank	N.D. Alabama	DQ from case and court (6 months); Bar Referral		Harp includes four false quotations. (See Doc. 23 at 22, 24, 25, 32). These quotations—along with the cases to which they are attributed and any language necessary for context—are as follows: SeeHolly v. Clairson Indus., L.L.C., 492 F.3d 1247, 1256–57 (11th Ci
079	pamd-2026-twigg-v-bsn-sports	M.D. Pennsylvania	Order to Show Cause		there can be no clear legal error for the failure of either the Court or the jury to apply a stipulation that does not exist. It is apparent to the Court that the text of the damages stipulation may not comport with the intentions of the Plaintiffs. They have 
080	caed-2026-that-xiong-v-minga-wofford	E.D. California	No Sanctions in circumstances		Petitioner was ordered to provide in his OSC response signed declarations from Petitioner’s counsel, law student Gina Herrera, and any and all other staff who assisted Petitioner’s counsel regarding compliance with the Court’s January 13, 2026 Order; a detaile
081	ohioctapp8-2026-isaiah-hunter-bey-v-city-of-cleveland-law-depa	CA Ohio (8d)	Admonishment		Specifically, his brief exhibits all the hallmarks of being generated by artificial intelligence (“AI”) including nonexistent cases, miscited cases, and cases that exist but standfordifferentlegalpropositionsthanwhatisrepresented. See Smith v. Gamble, 2025-Ohi
082	insd-2026-davis-v-marion-county-juvenile-detention-cente	S.D. Indiana	Monetary Sanction	2000 USD	The Magistrate Judge has recommended that the Undersigned personally sanction Plaintiff’s counsel, Tae Sture, for including two non-existent legal citations in a brief responding to a motion to compel. The legal citations were hallucinations generated by an ar
083	ca11-2026-downing-v-dwayne-brown	11th Cir. CA	Brief partly struck		First, Downing’s argument is supported almost exclusively by fabricated legal authorities. Throughout her appellate brief, USCA11 Case: 25-14133 Document: 14-1 Date Filed: 05/20/2026 Page: 4 of 8 25-14133 Opinion of the Court 5 Downing relies on precedents tha
084	mdctapp-2026-brandy-dorsey-v-walter-livramento-iii	CA Maryland	Warning		Submission of nonexistent or inaccurate legal authority is improper and wastes judicial resources. Mother's brief contains numerous citations to cases and other legal authorities. We suspect that Mother may have used generative artificial intelligence (“AI”) t
085	ncmd-2026-curtin-v-watts	M.D. North Carolina	Warning		Rule 11(b) and Fabrication of Legal Authority Finally, Curtin points to reprimands issued against Cyberlux in other litigation, specifically an order to pay attorneys’ fees and a show-cause order for fabricating or misrepresenting legal authorities. (Doc. 48 a
086	vawd-2026-sherwood-v-county-of-botetourt-virginia	W.D. Virginia			The Sherwoods’ sweeping claims appear to stem from incorrect interpretations of law and include citations to hallucinated law ostensibly obtained from generative AI tools. A fundamental misunderstanding about (1) the requirements for a misdemeanor warrant unde
087	laed-2026-taiujuan-burches-v-equifax-information-service	E.D. Louisiana	Warning		Plaintiff requested,13 and the Court granted,14 leave to file a Second Amended Complaint, which was then filed into the record.15 Experian then answered the Second Amended Complaint,16 and Trans Union filed a Motion to Dismiss the same.17 On September 26, 2025
088	njb-2026-in-re-nicholia-cherry-crockette	D. New Jersey (Bankruptcy)			The Inapplicable or Non-Existent Cases Cited by Debtor In her supplemental submission, the Debtor cites three cases in support of her position that there is a willful stay violation. None of those cases involved a legally required notification such as what is 
089	nyappdiv2-2026-landberg-v-city-of-new-york	App. NY (2d)	Order to Show Cause		Lamonsoff, PLLC, and Michael Sanders, Esq., pursuant to 22 NYCRR 130-1.1, for filing briefs containing fabricated and/or erroneous legal authority and/or citations, by serving and filing an affirmation or affidavit on that issue, via NYSCEF, on or before June 
090	nysd-2026-chakma-v-sushi-katsuei	S.D. New York	Monetary Sanction	2712 USD	Specifically, on July 15, 2025, Plaintiffs brought to the attention of the Court that Defendants had fabricated legal authority in at least two submissions to the Court. (See Dkt. #101 (alerting the Court to Defendants’ improper citations)). The most egregious
091	ord-2026-redacted-v-united-states-citizenship-and-immig	D. Oregon	Allowed to correct filing		§ 1421(c) (“Aperson whose application for naturalization under this subchapter is denied, after a hearing before an immigration officer under section 1447(a) of this title, may seek review of such denial before the United States district court for the district
092	moed-2026-syreeta-lashawn-mcneal-v-vera-l-calvin	E.D. Missouri	Order to provide certification with every future filing		Plaintiff alleges in the Amended Complaint that various Defendants revealed her private information and defamed her by calling her a “fake attorney,” among other things. The facts relayed by the Court about Plaintiff’s disciplinary history—all matters of publi
094	masssupjudct-2026-glenn-wilder-and-others-v-president-fellows-of	SC Massachussetts	Refusal to appear pro hac vice		11(b) because he signed motions in limine without reading them and, as a result, permitted the filing of motions citing eight non-existent cases that had been hallucinated by Morgan & Morgan’s in-house Artificial Intelligence (“AI”) platform. See Wadsworth v. 
095	mnd-2026-harris-v-st-peter-investors	D. Minnesota	Warning		that “Avidity’s agents acted on behalf of both Avidity and St. Peter Investors, establishing joint and vicarious liability.” ECF No. 1 at 4 (emphasis added). As a result, the Court believes that the “better approach to remedy this problem” is “to defer judgmen
096	arizctapp-2026-estate-of-claxton	CA Arizona			Many of Claxton's factual assertions lack specific record cites, he includes several fictitious or inaccurate case citations, and he relies on numerouslawfirmarticleswithoutexplainingtheirrelevance or persuasive value. Though we could conclude that he has waiv
097	nysd-2026-waggeh-v-utility-workers-union-of-america-loca	S.D. New York	Public Admonishment		9-10.) As set forth at the end of this Opinion and Order, in response to an Order to Show Cause from the Court, Petitioner admits that these cases were incorrectly cited do not support his argument with respect to the ALJ’s decision and has withdrawn such argu
098	ca7-2026-nikko-dambrosio-v-meta-platforms	7th Cir. CA	Order to Show Cause		Rajala referred to is not in the com- plaint, but the secondisasfollows, withexpletivescleanedup for this opinion: Speak for yourself you ugly vial [sic] fake whore. Your ego matches that fake f****** face where you can’t even smile in pictures because your te
099	ncmd-2026-bank-of-america-v-mapp	M.D. North Carolina	Order to Show Cause		Rule 11(b)(2) provides that by signing a filing, an attorney or unrepresented party certifies that, to the best of his knowledge and after a reasonable inquiry, “the claims, defenses, and other legal contentions are warranted by existing law or by a nonfrivolo
100	ohsd-2026-brock-v-hamilton-county-jfs-children-services	S.D. Ohio	Warning		To start it appears her objection on this front relies on hallucinated case law. Brock cites to Jansen v. City of Cincinnati, 904 F.3d 336, 349–50 (6th Cir. 2018), which she describes as specifically holding that “§ 1983 claims against child welfare workers fo
101	nyappdiv1-2026-in-matter-of-janelle-melissa-lewis-an-attorney	App. Div. 1st Dept (NY)	Monetary Sanction; Bar Suspension	1500 USD	Respondent’s draft, however, was replete with citations to non-existent cases attributed by the court to hallucinations by ChatGPT or a similar artificial intelligence program. Complainant was fined $1,500 and ordered to contact the internet platform, self-rep
102	cacd-2026-oscar-danilo-montealto-garcia-v-todd-lyons	C.D. California			(ECF 11; ECF 13.) On May 13, 2026, the parties filed a joint status report and supplemental brief responding to inquiries from the Court, including the authority for a bond hearing and the status of Petitioner’s 4 Petitioner also cites what appears to be a non
103	flmd-2026-stringer-v-white-cap-supply-holdings	M.D. Florida	Order to Show Cause		The record cites that Plaintiff references to support this statement either do not exist (Doc. No. 35-3, at 57:19-58:11; Doc. No. 35-5, at 72:15-74:2), or do not establish that Plaintiff engaged in any such conduct. Doc. No. 35-17. In addition, Plaintiff cites
104	flsb-2026-in-re-latasha-transrina-kebe	S.D. Florida	Monetary Sanction	2232 USD	With respect to the citation errors identified in the Reply [Dkt. No. 222] and acknowledged in the Corrective Notice [Dkt. No. 223], the Court acknowledges and accepts the apologytenderedbyDebtor’scounsel.However,theCourtfindsthatanapology,whileappropriate, do
